title,author_info,rating,pros,cons,helpful
Work environment,"Mar 28, 2021 - Accountant",2,Working with a brand Work from home during pandemic,Lack of opportunity Dog eat dog culture,Be the first to find this review helpful
Good,"Mar 26, 2021 - Customer Service in Singapore",4,Good place to work and grow.,"Long hours of working, good to have work life balance",Be the first to find this review helpful
just,"Mar 28, 2021 - Accountant",2,data is good but at,must info be contained here,Be the first to find this review helpful
Freedom,"Mar 25, 2021 - Undergraduate Student in Hong Kong",3,"Good paid, free all the time",Long working around nine hrs working,1 person found this review helpful
Not bad but not good,"Mar 25, 2021 - Project Manager in Tokyo",3,great job as global HR,Shortage of resource and long hour working,1 person found this review helpful
Ps5,"Mar 25, 2021 - PS5 Game Tester",3,It was so great you know,None that I can think of,Be the first to find this review helpful
It is a good place to work if you don’t care about $,"Mar 25, 2021 - Marketing Officer in Kon Hang",2,Friendly colleagues and that’s all,"Low salary, uncleared career path",Be the first to find this review helpful
Company,"Mar 22, 2021 - Business Analyst in Manila, Manila",4,Friendly people. Good working environment.,Tentative decision making. Slow paced.,Be the first to find this review helpful
Senior Consultant,"Mar 23, 2021 - Senior Consultant in Bangalore",4,Sony had a good Management,Culture can be more inclusive,Be the first to find this review helpful
Great place to work,"Mar 21, 2021 - Product Planner",4,I was surrounded by nice & intelligent colleagues,Lack of knowledge and experience for software in management team,Be the first to find this review helpful
Good,"Mar 22, 2021 - Software Engineer in Dubai",3,Nice working hours and friends to support,Low pay and location is high prices,Be the first to find this review helpful
Good,"Mar 21, 2021 - Non Voice Process",4,Good company good company good company good company,No cons no cons no cons no con,Be the first to find this review helpful
SAP MM CONSULTANT,"Mar 20, 2021 - SAP MM in Bangalore",4,Good work life balance. Supportive management. Happy work culture. Good HR,Favoritism and flattering. Stop the Org initiatives as basis for rating and appraisals,Be the first to find this review helpful
good HR services,"Mar 5, 2021 - Human Resources Customer Service Representative in New Delhi",5,good ambiance and work atmosphere,extra working hours and management approach,Be the first to find this review helpful
testing electrical product,"Mar 4, 2021 - Product Tester in New Delhi",5,good work environment with good leaders supporting colleagues,extra work pressure on an average day some politics,Be the first to find this review helpful
Pros and cons as part-timer,"Mar 15, 2021 - Anonymous Employee",3,The employers make extra effort to share knowledge of the products,The working shifts given to part-timers,Be the first to find this review helpful
Review,"Mar 16, 2021 - Human Resources Advisor in Budapest",3,Decent pay; global opportunities etc,Large workload; input not always taken into consideration by management,Be the first to find this review helpful
Fair,"Mar 16, 2021 - Sales Manager",3,They treat employees fairly OK.,"Nothing exceptional , but fair.",Be the first to find this review helpful
Great,"Mar 14, 2021 - Employee",4,Great company to work for,none that i can think of,Be the first to find this review helpful
RPA Developer,"Mar 14, 2021 - Robotic Process Automation (RPA) Developer in Istanbul",2,international office env and easy going people to work with,"low salary and benefits, repetitive tasks",Be the first to find this review helpful
Good not bad at least I worked there good,"Mar 10, 2021 - Web Developer",2,"good food, the community is also quite united",salary is low and bad English of workers,1 person found this review helpful
Personal Assistant,"Mar 11, 2021 - Personal Assistant in London, England",4,Great casual vibe in the office Friendly team,Not enough work and left early on a temporary contract due to lack of it,Be the first to find this review helpful
"Open mind, Challenging","Mar 10, 2021 - Manager",4,"Open mind, Global, Flexible, Work life balance is good","Japanese culture, leadership, some of top management are bureaucratic.",Be the first to find this review helpful
"Easy, work","Mar 10, 2021 - Sony Sales Specialist in London, England",4,Very easy once you know about the products. Lovely Manager and team.,Hours can drag. Sometimes boring at work.,Be the first to find this review helpful
Great company,"Feb 23, 2021 - Executive Vice-President in London, England",5,Great people. Great products and services. Depth of organisation.,"Not the best salary, probably",Be the first to find this review helpful
Good place for work,"Mar 6, 2021 - Senior Software Engineer",4,"Work life Balance, Focus on career development",No cons as I can see,Be the first to find this review helpful
Awesome company to work at anytime,"Feb 18, 2021 - Floor Manager in New Delhi",5,Great Environment working environment food from office Management,Not a single one right now,Be the first to find this review helpful
Large company,"Mar 4, 2021 - MIS Analyst in Taipei",3,Good salary compared to local pay,This company has old school management style,Be the first to find this review helpful
Great workplace,"Feb 16, 2021 - Software Engineer in Bangalore",5,Learning latest research in the field Leave policy and company culture are great,Nothing really negative about Sony India,Be the first to find this review helpful
"Not bad, Not good for some people (Little advanced Japanese culture)","Mar 18, 2021 - Associate",1,"Never get fired, if you once enter that company, you will never get fired even if you mess up whole things.","Except for Pros, literary everything.",Be the first to find this review helpful
Old school management,"Feb 25, 2021 - Anonymous Employee",2,Office located within prime shopping area,Management team are typical and old school,Be the first to find this review helpful
Good overall,"Feb 22, 2021 - Marketing Manager",3,"Brand name, exposure, good pay.","No work life balance, too much work",Be the first to find this review helpful
Great Place to work,"Feb 5, 2021 - Quality Team Leader in New Delhi",5,Great place to work and enhance your learning,I did not find any disadvantage yet,Be the first to find this review helpful
Research engineer,"Feb 1, 2021 - Research Engineer in Tokyo",5,great work experience and salary,strict administration and punctuality is must,1 person found this review helpful
N/A,"Feb 18, 2021 - Music Teacher in London, England",3,Good place to work meet people,Not enough time to do outside life.,Be the first to find this review helpful
Sony UK,"Feb 17, 2021 - Production Operative in Bridgend, Wales",4,The team leads and supervisors are great and helpful; people who work there are friendly; paid well for what you do,Very monotonous and the lunch break is unpaid,Be the first to find this review helpful
Good place to work at!,"Feb 14, 2021 - Account Coordinator in Istanbul",4,Flexible work hours and equality for all,Salary is low compared to other,Be the first to find this review helpful
Great,"Jan 30, 2021 - Sales Representative in Birmingham, England",5,Amazing managers always there when needed,Challenging during the peak period,Be the first to find this review helpful
Amazing,"Jan 26, 2021 - Research Assistant in Tokyo",5,"Flexible work environment, relaxed, a variaty of opportunities",Not many people working on the same project,1 person found this review helpful
Good morale and working environment,"Feb 12, 2021 - Project Manager in Basingstoke, England",4,Work on a range of projects across the broadcast technology industry,Poor company benefits and office base in Basingstoke could be nicer,Be the first to find this review helpful
collegues,"Feb 12, 2021 - Technisch specialist in Brussels",4,the collegues make my day,no growing opportunities in company,Be the first to find this review helpful
Good environment,"Jan 25, 2021 - Engineer in Tokyo",5,Free environment Challenging attitude Good comunication Great boss Good salaly,Old success experience Fixed thinking Strong rival Uncertain future Complex in-house system,1 person found this review helpful
good,"Jan 27, 2021 - Anonymous Employee",5,the company is very excellent,i have nothing to say,Be the first to find this review helpful
Innovative but bureaucratic,"Feb 11, 2021 - Project Manager in Basingstoke, England",4,Innovative company at the forefront of technology,Bureaucratic often takes too long to develop solutions,Be the first to find this review helpful
good sales asociate,"Jan 26, 2021 - Sales Associate in Gwalior, Madhya Pradesh",5,its my start up and good opportunity for me,never any cons made with me,Be the first to find this review helpful
Good Company,"Feb 10, 2021 - Consultant in Bangalore",3,Good Team and work culture,"Managers are biased, Policies are not implemented correctly",Be the first to find this review helpful
very good place to work,"Jan 25, 2021 - Marketing Manager in Berlin",5,very good place to work,"nothing much, very good workplace",Be the first to find this review helpful
.,"Dec 29, 2020 - Software Engineer in Tokyo",5,very rewarding job and great people,pay wasn't very high in,1 person found this review helpful
Awesome technologies,"Jan 2, 2021 - Technical Lead in Bangalore",5,Good place to work and learn.,Not that I can think of right now,Be the first to find this review helpful
Work,"Jan 14, 2021 - FP&A Manager in London, England",4,Nice place to work with others,Could feel more part of overall company,Be the first to find this review helpful
Operator,"Jan 15, 2021 - Machine Operator",3,Good place to work if your from there,Always cold in the morning,Be the first to find this review helpful
Great place,"Jan 11, 2021 - Retail Development Manager in Mumbai",3,"Good perks, good employee benefits, good pay","No job security, lot of work no organised structure",Be the first to find this review helpful
Good Employer,"Jan 8, 2021 - Human Resources in Mumbai",4,Good Employer Good Culture On Job Training,Maintain the same culture as it is,Be the first to find this review helpful
Nice but disorganized,"Jan 6, 2021 - Customer Service Specialist",4,It was a small department,It has eventually shut down,Be the first to find this review helpful
None,"Jan 7, 2021 - Global Product Manager in Shanghai, Shanghai",4,It is a Fortune 500 company,"Too big organization, slow decision making.",Be the first to find this review helpful
Work Environment,"Dec 21, 2020 - Senior Executive Human Resources in Bangalore",5,Work life balance Support and help in all round development of an individual,I dont find any till now....,Be the first to find this review helpful
Good company for fresher,"Jan 3, 2021 - Anonymous Employee",4,"good benefits, flexi working-hour, good start for freshie",management wise need to improve,Be the first to find this review helpful
Testing your credentials,"Jan 2, 2021 - Marketing Specialist in Berlin",3,Lots of learning. Interesting business landscape,"Competitive atmosphere, communication issues, hierarchical structure",Be the first to find this review helpful
T,"Jan 3, 2021 - Engineering Manager in Surat",3,It's very cold during winter,It's very hot during summer day,Be the first to find this review helpful
Average paying job,"Jan 1, 2021 - SBA Area Sales Manager in New Delhi",3,Good salary Nice seating Employees are good Environment is good,Time is a lot No cab facility No food provided,Be the first to find this review helpful
Good place to work,"Jan 2, 2021 - Student Data Analyst in Hod HaSharon",3,Freedom and very open mind,Old school of management people,Be the first to find this review helpful
"Handling sales for LFR (Croma, Reliance, vijay sales), brand stores and MBC channel for surat locations","Jan 2, 2021 - AREA SALES MANAGER in Surat",3,"Awesome culture, employees treated well",Not much growth and learning,Be the first to find this review helpful
Great opportunities and so-so salary,"Dec 26, 2020 - Software Engineer in Tokyo",4,"Gives me great opportunities, so I can do almost everything (attending conferences / buy expensive appliances / business travels, etc.) which I needed to work, and I cloud improve my skill.",So-so salary in fields of Machine Learning.,1 person found this review helpful
Good,"Dec 11, 2020 - Software Developer in London, England",5,Good working here really thanks,Nothing bad to say really,Be the first to find this review helpful
Good place to work,"Dec 24, 2020 - Project Manager",3,Nice teams structured company good management,Salary low benefits not flexible,Be the first to find this review helpful
Number One,"Dec 9, 2020 - Personal Assistant in Dubai",5,gaining more experience and more efficient. Family and friendly atmosphere that encourage work hard,there are no cons by working with Sony all those years,Be the first to find this review helpful
Good,"Dec 23, 2020 - Lead Consultant in Bangalore",3,Employee care Good salary Good projects,Singapore team is pathetic Work culture needs to improve,Be the first to find this review helpful
Good Company,"Dec 7, 2020 - Graphic Designer in London, England",5,Good pay and remote working,nothing really.. not for me anyway,Be the first to find this review helpful
Okay,"Dec 21, 2020 - Quality Engineer in Cardiff, Wales",4,Good management and personnel support,Pay wise on the low end of the ladder,Be the first to find this review helpful
Good,"Dec 17, 2020 - Manager in Vancouver, BC",3,Amazing base benfit good all ok,None all is ok good bonus all ok,Be the first to find this review helpful
Good,"Dec 2, 2020 - Senior Manager in Mālād",5,Good excellent best good food,They are very employee friendly,Be the first to find this review helpful
good company,"Nov 30, 2020 - Senior Executive in Mumbai",5,career growth is amazing in this company,none that could be counted,Be the first to find this review helpful
Working at Sony,"Dec 14, 2020 - Manager in London, England",4,"Interesting products, good benefits, good development opportunities","Not that many, better life work balance required",Be the first to find this review helpful
Nice,"Nov 26, 2020 - Sushi Chef in Ōsaka, Osaka",5,Good company with good people,Bad company with bad people,Be the first to find this review helpful
Good,"Dec 10, 2020 - Marketing Executive in Bukit Mertajam",4,Good actually not bad as,Perhaps one thing they can improve,Be the first to find this review helpful
Positive,"Dec 9, 2020 - Executive in New Delhi",4,Very good culture and ethical company. Employee friendly.,Not a very good pay master,Be the first to find this review helpful
Sony Culture,"Dec 8, 2020 - Manager",4,Product discounts and better project management,I don't see any cons,Be the first to find this review helpful
Updates,"Dec 6, 2020 - Technical Lead in Bangalore",3,Learn and able to work on upcoming technology,Company need to focus on retaining talent,Be the first to find this review helpful
Analyst,"Dec 3, 2020 - Analyst",4,Good place to work enjoyable,A bit difficult working remotely,Be the first to find this review helpful
review,"Dec 4, 2020 - Design Engineer in Atsugi",4,good coworkers good supervisors good workplace famous company name,bad management unclear responsibility not enough bonus,Be the first to find this review helpful
Handling branch accounts,"Nov 19, 2020 - Accounts Manager in Calcutta",5,"Best work culture , good salary , friendly manager , ethics",No . join with good salary then only good,Be the first to find this review helpful
great atmosphere,"Nov 17, 2020 - Student in Tokyo",5,high salary great people you can find people who love consumer games.,you cannot be hired as permanent staff once you are recruited as a contract staff.,Be the first to find this review helpful
great,"Nov 18, 2020 - People Operations Specialist in London, England",5,great company to work for,long hours to work 9-7,Be the first to find this review helpful
Good atmosphere,"Nov 28, 2020 - Office Assistant in Tokyo",3,generous warm and not bad salary,a little growth in electronics in Japan,Be the first to find this review helpful
Great projects but low pay and bueracracy,"Nov 26, 2020 - Research Engineer in Atsugi",2,You get the projects you want. You work with the best in the world. Everyone is very good at what they do. Latest Technology and cutting edge work,Much lower pay compared to Sony USA Bureaucracy and hierarchical work environment Working Language is Japanese Inflexible- low scope for innovation,1 person found this review helpful
overall it is a fun place to work,"Nov 25, 2020 - Accounting Associate in Toronto, ON",4,a lot of fun to work in Sony,pay is less than market average,Be the first to find this review helpful
"Good place to work, but...","Nov 26, 2020 - Localization Specialist in Lund, Skåne",4,"Ethical, meaningful, at least most of the time.","Unfortunately, due to economic condition rather unstable.",Be the first to find this review helpful
"Work life balance is good, but the work and projects are followed with old methods","Nov 25, 2020 - Associate Consultant in Bangalore",3,Work life balance and good facilities,"Old technology is followed, fewer projects",Be the first to find this review helpful
good,"Nov 23, 2020 - Intern in Weybridge, England",3,"Big company, good working environment",Some boring tasks and not much exposure,Be the first to find this review helpful
"Great company, amazing products, experience and people","Nov 22, 2020 - Regional Sales Manager in Edinburgh, Scotland",4,"Experience, people, products and training",Work life balance was skewed at times,Be the first to find this review helpful
Good place to work,"Nov 20, 2020 - Electronic Software Engineer in Bridgend, Wales",4,- Friendly environment - Ability to get training and develop further in career -,- Not very competitive salaries,Be the first to find this review helpful
good,"Nov 15, 2020 - Chief Executive Officer in Tokyo",3,i like the website usability,nothing in peculiiar so far,1 person found this review helpful
Employer branding,"Nov 2, 2020 - Business Development Manager",5,"Employee-centric, modern employer, good leadership","Low salaries, competitive environment, working hours",Be the first to find this review helpful
NA,"Nov 16, 2020 - Sales Manager in London, England",3,"Tech, innovation, systems, marketing spend",Just a really bad workplace culture,Be the first to find this review helpful
Good global company,"Nov 1, 2020 - Sales and Markrting in London, England",5,Good global company with lots of opportunities to work with people outside UK,Sometimes slow to implement actions due to lots of discussions,Be the first to find this review helpful
Good company to work for,"Nov 11, 2020 - Graduate Student in Kuala Lumpur",3,Colleagues are supportive and open to help wherever,In some departments where teams are well established thus as a newcomer it can be difficult. It is also very hierarchical at times,Be the first to find this review helpful
good company,"Oct 27, 2020 - Softeware Engineer in Tokyo",5,good salary and generous welfare program,There is nothing in particular,Be the first to find this review helpful
Global company with Japanese twist,"Nov 11, 2020 - Senior Creative Designer in Lund, Skåne",4,"Amazing products and legacy, some opportunities if you're ready to work hard.",In some ways still traditionally Japanese,Be the first to find this review helpful
Very good company,"Nov 11, 2020 - Senior Analog Layout Engineer in Jerusalem, Jerusalem",4,Very challenging and satisfying work with smart engineers,Far from the manufacturing FAB's,Be the first to find this review helpful
Very good companies,"Oct 26, 2020 - Software Engineer in Tokyo",5,"Good salary, nice co-workers, and very comfortable",Very slow to make decisions,Be the first to find this review helpful
Yoshi,"Nov 7, 2020 - Software Engineer in Tokyo",4,Many of them have technical skills.,Senior employees don't work much.,Be the first to find this review helpful
Great company,"Oct 23, 2020 - Senior Product Service Manager in Beijing, Beijing",5,"Strong innovations of product, cutting edge performance.",Not very flexible market strategy,Be the first to find this review helpful
It technology,"Oct 22, 2020 - Network Engineer",5,the person in the company are graceful,I don't undetstand the question,Be the first to find this review helpful
Business Development R and D,"Nov 4, 2020 - Business Development in Tokyo",4,"Good starting salary, admin support and research opportunities",communication within teams for non-Japanese speakers,Be the first to find this review helpful
Great company,"Nov 1, 2020 - Sales Specialist",4,"Great work environment,all the colleagues are really friendly and they try to help you in every difficult situation.",The targets are getting higher every year.Sony as a brand wants to be first again but in order to achieve that they have to invest more in marketing and into the people that work for them.Lg and Samsung are doing that more efficiently.,Be the first to find this review helpful
Good job.,"Oct 28, 2020 - Sales Assistant in Barcelona",4,Good money and good people.,Extremely hard /impossible to climb.,Be the first to find this review helpful
Culture,"Oct 13, 2020 - Manager in Istanbul",5,"culture, global opportunities, skilled colleagues","salary, slowness with a lot of processes",Be the first to find this review helpful
good mgmt bad pay,"Oct 26, 2020 - Finance Analyst in London, England",3,good mgmt team involved in it,not as much pay as other companys,Be the first to find this review helpful
Excellent company,"Oct 21, 2020 - Software Engineer ( Senior Software Architect) in Tokyo",4,Competent engineers on various fields.,Have hardware centric culture on consumer electronics fields.,Be the first to find this review helpful
Friendly workspace,"Oct 22, 2020 - Associate in Mumbai",4,Good to work.. friendly enviornment,No such cons everthing looks good,Be the first to find this review helpful
Great Placement,"Oct 13, 2020 - Assistant Product Manager in Basingstoke, England",4,Great career progression Good atmosphere Office is amazing,Communication can take a while,Be the first to find this review helpful
Mechanical Engineer,"Oct 14, 2020 - Mechanical Engineer in Zürich",2,"good salary, nice climate, many people","many hours, bad weather, not enough women",Be the first to find this review helpful
Test,"Sep 27, 2020 - Intern in London, England",5,Great co great culture great tech,Nothing to mention at all,Be the first to find this review helpful
great company,"Oct 11, 2020 - Software Engineer in Bangalore",4,Great environment to improve skills,hierarchal management partial at times,Be the first to find this review helpful
worked as a manager,"Sep 24, 2020 - Manager in Hyderābād",5,"collegues, good enviornment, nice things to learn","HR, Politics, nothing much other than these two",Be the first to find this review helpful
Great company to work in Taiwan,"Sep 23, 2020 - Sales Representative in Taipei",5,"Great office location, numerous benefits, excellent reputation, nice culture","A bit conservative, too famous, very stable",Be the first to find this review helpful
Best Company of my Career,"Sep 17, 2020 - Information Security Project Manager in Bangalore",5,"There are many benefits if you join this Organisation. Below are some: 1) Very caring towards employees concern. 2) Carefully listen to everyone Suggestions. 3) Focus more on employees up skilling. 4) Good Salary. 5) Best Leaders or Managers. 6) Zero Politics (Which was a surprising shock of my career. So low opportunity who grows because of Politics) 7) HR, L&D Department is very active and very helpful. 8) People are very polite. 9) Follow Japanese Hierarchy so lot of respect for the position you are in. 10) Good Salary. 11) Lot of opportunities to grow. 12) Work Life Balance. 13) Lot of leaves, enjoy with your family. 14) If you are good the whole world is good.",I don't think there is any.,1 person found this review helpful
Life at sony,"Oct 6, 2020 - Customer Service Coordinator in New Delhi",3,Good working environment Supporting seniors,Low salary Work pressure No extra leave,Be the first to find this review helpful
Good work life balance. Flexible Technical,"Oct 6, 2020 - Technical Specialist in Bangalore",3,"- Opportunities to work on cutting edge technical areas. - Decent work life balance, depending on project - Flexibility to experiment and try new things",- Competency and Vision of Mid/Senior Management has major scope of improvement. - Overall quality of projects is average. Majorly testing oriented or roles supportive to development. - Compensation and perks not upto market standards - Career growth can be sluggish and not entirely dependent on technical skills,Be the first to find this review helpful
Amazing environment,"Sep 20, 2020 - Technical Competency Manager",5,Organization culture is amazing. Work life balance.,No such. I felt like home.,Be the first to find this review helpful
Sony music,"Oct 4, 2020 - Account Executive in London, England",4,Fast paced Fair hours Autonomous Lots of live gigs (pre Covid),Hard to progress as have to wait until internal positions become available,Be the first to find this review helpful
Raspberry pi wi fi,"Oct 16, 2020 - Manual Testing in London, England",1,"Slavery company...you are slave at this company. When job is done ,they send you at home","Never deal with Sony,never! They use people like slaves",Be the first to find this review helpful
Stable,"Sep 23, 2020 - Assistant Sales Manager in New York, NY",3,Good Organisation to learn Supporting Management Lunch Is provided,Low salary Long working hours Duplication of work sometimes,Be the first to find this review helpful
Great place to work - Sony,"Sep 20, 2020 - Manager in New York, NY",4,Great culture great work life balance great diversity,"Pay could be higher, sometimes political great work life balance great diversity",Be the first to find this review helpful
Good company,"Sep 18, 2020 - Product Engineer in Tokyo",4,Be able to participate the most advanced technical project,Work on same product for years,Be the first to find this review helpful
Sony,"Sep 12, 2020 - Applications Support Engineer in Istanbul",3,Family Environment Good Opportunity Health Insurance,Low Salary Untalented Managers Location,Be the first to find this review helpful
Good employer,"Sep 10, 2020 - Experienced Senior Human Resources Manager in Singapore",4,Fun and lively working environment,Hierarchical and slow career advancement,Be the first to find this review helpful
Could have been one of the best Company to work to...,"Sep 10, 2020 - Supply and Demand Planner in Dubai",4,"One of the best Companies I have worked in. Atmosphere, friendliness of everyone, care from top management...",Company will be closed soon...,Be the first to find this review helpful
It's a good company,"Aug 25, 2020 - Anonymous Employee",5,They have so many projects,Their employees are very helpful,Be the first to find this review helpful
Great for learning but lack of work life balance,"Sep 8, 2020 - Product Marketing in Jakarta",3,"Learning, exposure to the electronic retail industry, can test and use the product",long working hour due to meetings and alignment process,Be the first to find this review helpful
Great Company,"Aug 21, 2020 - Sales Specialist in Orpington, England",5,Decent Pay Great Team & Management Amazing training,Awful bonus compared to rival companies,Be the first to find this review helpful
One of the best companies in the world,"Aug 21, 2020 - Senior Localization Specialist",5,"Global working environment and culture, lots of onsite benefits",the salary is a bit low compared to the competitors,Be the first to find this review helpful
"Not just a so called ""Nikkei""","Sep 1, 2020 - Business Management Analyst in Tokyo",4,"The atmosphere is much freer than other ""nikkei"" companies. There are a lot of career opportunities inside the Sony group (recruit in Feb&Aug every year). My supervisors are pretty enthusiastic about encouraging my career plan in the future.","depends on what you are in charge of, the job might be boring",Be the first to find this review helpful
(Japan) Great people but conservative atmosphere and working conditions,"Aug 25, 2020 - R&D Engineer in Tokyo",3,Top-notch semiconductor research opportunities Easy to switch divisions to experience new fields,"Management hierarchy very strict. Communication between teams limited by design due to confidentiality. Inter-section cooperation limited by politics and a need to ""look good"" despite being one building apart. Facilities and factories in very rural areas.",Be the first to find this review helpful
Good for your start up career for fresh graduate,"Aug 22, 2020 - Software Test Engineer",4,Good work environment even for fresh graduate,Cant think any of them.All is well,Be the first to find this review helpful
"Great benefits, private health and dental care plus bonus","Aug 22, 2020 - Anonymous Employee in London, England",4,"Bonus, pension, healthcare, dental care, holidays good","Management politics , hierarchy, micro management",Be the first to find this review helpful
Great Company,"Aug 5, 2020 - Anonymous Employee",5,Really good coworkers and Staff,"Too much work to do, but they give free PS5",Be the first to find this review helpful
lovely and friendly environment,"Aug 15, 2020 - Senior Data Analyst in Istanbul",4,"colleagues are friendly, falt organization, no pressure","lack of development opportunity, low salary",Be the first to find this review helpful
Good,"Jul 31, 2020 - Customer Service Representative",5,I was paid well at sony,I worked long shifts at sony,Be the first to find this review helpful
Great,"Aug 14, 2020 - Customer Service in London, England",4,Great place to work at,None during my time there,Be the first to find this review helpful
A great company to work for,"Jul 25, 2020 - Cleaner and Kitchen Porter in Walton-on-Thames, England",5,Free lunch good place to work,Pay more money to work,Be the first to find this review helpful
Can't work here for a long period .,"Aug 9, 2020 - SAP LEAD CONSULTANT in Bangalore",3,Very difficult to balance your professional and personal life due to the extended working hour.,Management is the big issue.,Be the first to find this review helpful
Great,"Jul 20, 2020 - Marketing Specialist in Istanbul",5,friendly professional disciplined successful happy,not much to say actually,Be the first to find this review helpful
It was okay,"Jul 21, 2020 - Administrative Assistant in Tor, Jungali",5,"Good pay, normal hours, felt valied",It was ok but i wasnt able to grow,Be the first to find this review helpful
Not a company to be in if you are not a follower,"Aug 25, 2020 - Senior Executive Corporate Sales in Singapore",1,Good salary package and training available.,Little authority given. Alot of time wasted on useless discussion with no conclusion. Manager indecisive and not supportive. Alot of politics internally.,Be the first to find this review helpful
A great company,"Jul 15, 2020 - Regional Manager of Operations",5,Good company management is good,A little late in reaction,Be the first to find this review helpful
short term promoter,"Jul 26, 2020 - Sales Promoter",3,salary and benefit is good,management is not really responsible,Be the first to find this review helpful
Not for retirement.,"Jul 24, 2020 - Sales Support Specialist in Budapest",3,Easy way to have some experience in your resumé.,Management needed a COVID-19 to allow employees work remotely.,Be the first to find this review helpful
good employer,"Jul 9, 2020 - Finance Officer in New Delhi",4,"good brand, great product, innovation,","no growth, reducing business, slow paced",Be the first to find this review helpful
Great place to work,"Jun 21, 2020 - Anonymous Employee",5,Great company culture and great benefits,Poor opportunities for progressing within the company,Be the first to find this review helpful
Good,"Jun 20, 2020 - Accounting Clerk",5,Reputation as an established electromics company,Yesterday's industry. Many competitors nowadays.,Be the first to find this review helpful
Great place to work as first job to gain some experience,"Jul 2, 2020 - Sales Support Specialist in Budapest",4,Flexible working hours Young and international environment,Low benefits and compensations Low salary Mediocre management,Be the first to find this review helpful
Why sony,"Jun 16, 2020 - R&D Engineer in Tokyo",5,You get lot of benefits such as child care system you can take holiday whenever you want,Really tiring to travel to tokyo,Be the first to find this review helpful
Awesome company,"Jun 24, 2020 - Software Engineer",4,- Gain excellent industry level experience - company culture is really good and diversified,None I can think of,Be the first to find this review helpful
Bureaucratic,"Jun 20, 2020 - Translator in Tokyo",2,Good salaries and great cafeteria,"Bureaucratic, sexist, no career advancement",1 person found this review helpful
Good Company to work With,"Jun 1, 2020 - Human Resources Coordinator in New Delhi",5,Good Company to work With. Good Experience,No Cons in this company,Be the first to find this review helpful
Technology analyst,"Jun 2, 2020 - Intern - Hourly in Berlin",5,work environment is very inclusive and supportive,processes take long to be done,Be the first to find this review helpful
OK,"Jun 5, 2020 - Marketing Manager in Mississauga, ON",4,Great products and Distribution in Canada,Needs more digital visibility in Canada,Be the first to find this review helpful
Not a good place to work,"Jun 5, 2020 - Lead Senior Consultant in Bangalore",2,Sony pays well. Also they provide 100% variable,Lots of Politics..Don't have work life balance,Be the first to find this review helpful
Good for Innovaitve work,"Jun 4, 2020 - Engineer",4,"Innovative company, good place for research work",Too much documentation for each step,Be the first to find this review helpful
Good work life balance,"May 31, 2020 - Senior Software Engineer in Bangalore",3,Company has Good work life balance,Pay is not up to industry standard,Be the first to find this review helpful
Okayish to work,"May 24, 2020 - Senior Software Engineer",3,Good place to learn and grow,None. It is a good place to learn,Be the first to find this review helpful
Best agile team,"May 9, 2020 - Applications Support Engineer",5,"International and respectful community, work-life balance, enjoyable work environment",Competition between providers & communication with stakeholders,Be the first to find this review helpful
General Employment,"May 16, 2020 - Semiconductor Device Engineer in Atsugi",3,Dominance in image sensor industry,Lack of long-term vision. Lower growth than competitors.,Be the first to find this review helpful
Great,"Apr 29, 2020 - Sales Representative in Melbourne",5,The hours that I worked were great,The location of my work was far away,Be the first to find this review helpful
A great place to work,"Apr 30, 2020 - Dependent/Driver in Reus",5,It was a great experience and great coworkers.,I worked for free for 6 months.,Be the first to find this review helpful
Number focused culture,"May 5, 2020 - Sales Associate",3,higher pay than average companies,too strict. very numbers focused,Be the first to find this review helpful
Ytere,"May 2, 2020 - Plumber in London, England",3,Good good too good very bery,Bad bad too bad very bery,Be the first to find this review helpful
Sony culture,"May 3, 2020 - Design Engineer in Bangi",3,Free to do work at your own pace,1) Low starting salary 2) many management taking the opportunity for benefit of a doubt. Not everyone but majority of management,Be the first to find this review helpful
Good place to learn,"May 2, 2020 - Software Engineer",3,It was a good learning experience,Management is sluggish and slow,Be the first to find this review helpful
fair company with low stress level of work,"Apr 21, 2020 - Merchandiser in Sofia, Sofia (city)",3,Flexible work time and fair tasks,difficult career development and not so many oportunities,Be the first to find this review helpful
Good Work Life Balance,"Apr 9, 2020 - Software Engineer in Bangalore",4,Great work life balance is provided,No cons as such to be mentioned,Be the first to find this review helpful
"Slow career progress, low salary","Apr 6, 2020 - Senior Finance Manager in Tokyo",3,Sony does have several exciting businesses,"Slow career progress, low salary, too hierarchical, too many older employees just waiting out their retirement, not enough opportunity for young talented people (in Japan at least)",Be the first to find this review helpful
Good Company,"Apr 7, 2020 - Project Manager in Bangalore",3,Company is very good with respect to policies.,More chances for managerial growth than technical growth,Be the first to find this review helpful
sony canada,"Mar 16, 2020 - Tech Support",5,"fun, easy and the people are great","boring environment, can get very busy",Be the first to find this review helpful
great experience,"Mar 28, 2020 - Executive",4,good benefits and flexible working hours,toxic environment in certain department,Be the first to find this review helpful
mediocre company,"Mar 24, 2020 - Planner in Jurong East New Town,",2,nice colleagues locally and regionally,Too much red tape and bureaucracy,Be the first to find this review helpful
"Head of Technical Support for Consumer Electronics products like LCD TV, Cameras, Audio, Notebooks PC , Mobile Phones","Mar 18, 2020 - Senior Manager",4,"Organization is Transparent, ethical, takes care of employees and process driven","Organization is orthodox, slow to change, averse to risk taking,",Be the first to find this review helpful
